snapshot_id,captured_at,season,player_id,player_name,team,player_type,role_or_position,pa,ab,hits,home_runs,walks,strikeouts,batting_average,obp,slg,ops,iso,bb_rate,k_rate,hr_rate,bb_k_ratio,contact_score,power_score,discipline_score,hitter_value_score,innings_pitched,earned_runs,hits_allowed,home_runs_allowed,era,whip,k_bb_ratio,hr_allowed_rate,run_prevention_score,strikeout_score,command_score,pitcher_value_score,player_value_score
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006931,黃劼希,台鋼雄鷹,打者,野手,34.0,29.0,6.0,1.0,3,8,0.207,0.324,0.379,0.703,0.172,0.0882,0.2353,0.0294,0.63,20.7,42.1,48.9,35.7,,,,,,,,,,,,,35.7
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003183,張志豪,中信兄弟,打者,野手,50.0,43.0,6.0,0.0,3,9,0.14,0.18,0.163,0.343,0.023,0.06,0.18,0.0,0.33,14.000000000000002,4.1,42.8,17.8,,,,,,,,,,,,,17.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000004643,胡冠俞,台鋼雄鷹,打者,野手,30.0,26.0,5.0,0.0,2,9,0.192,0.276,0.231,0.507,0.039,0.0667,0.3,0.0,0.33,19.2,6.9,39.8,22.6,,,,,,,,,,,,,22.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005553,張祐銘,味全龍,打者,野手,26.0,23.0,6.0,0.0,1,4,0.261,0.346,0.391,0.737,0.13,0.0385,0.1538,0.0,0.75,26.1,23.0,44.0,33.0,,,,,,,,,,,,,33.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006835,顏清浤,台鋼雄鷹,打者,野手,18.0,16.0,4.0,0.0,1,4,0.25,0.294,0.25,0.544,0.0,0.0556,0.2222,0.0,0.25,25.0,0.0,39.7,23.2,,,,,,,,,,,,,23.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006926,陳致嘉,台鋼雄鷹,打者,野手,13.0,12.0,2.0,0.0,0,4,0.167,0.167,0.25,0.417,0.083,0.0,0.3077,0.0,0.0,16.7,14.7,24.2,19.3,,,,,,,,,,,,,19.3
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007312,張趙紘,樂天桃猿,打者,野手,38.0,32.0,4.0,0.0,6,10,0.125,0.263,0.188,0.451,0.063,0.1579,0.2632,0.0,0.6,12.5,11.2,60.2,23.9,,,,,,,,,,,,,23.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006728,陳思仲,味全龍,打者,野手,18.0,16.0,1.0,0.0,1,7,0.063,0.167,0.063,0.23,0.0,0.0556,0.3889,0.0,0.29,6.3,0.0,34.3,11.6,,,,,,,,,,,,,11.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006224,林吳晉瑋,中信兄弟,打者,野手,15.0,11.0,3.0,0.0,3,2,0.273,0.429,0.273,0.702,0.0,0.2,0.1333,0.0,1.5,27.3,0.0,81.3,33.4,,,,,,,,,,,,,33.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007822,威克,樂天桃猿,打者,野手,45.0,42.0,12.0,3.0,2,7,0.286,0.333,0.524,0.857,0.238,0.0444,0.1556,0.0667,0.43,28.6,68.6,41.8,45.0,,,,,,,,,,,,,45.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000002282,張閔勛,樂天桃猿,打者,野手,25.0,21.0,3.0,0.0,4,2,0.143,0.28,0.143,0.423,0.0,0.12,0.08,0.0,2.0,14.3,0.0,73.8,23.4,,,,,,,,,,,,,23.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005496,辛元旭,富邦悍將,打者,野手,18.0,18.0,2.0,0.0,0,5,0.111,0.111,0.111,0.222,0.0,0.0,0.2778,0.0,0.0,11.1,0.0,25.3,11.0,,,,,,,,,,,,,11.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005656,李聖裕,中信兄弟,打者,野手,21.0,19.0,5.0,0.0,2,7,0.263,0.333,0.263,0.596,0.0,0.0952,0.3333,0.0,0.29,26.3,0.0,43.4,25.2,,,,,,,,,,,,,25.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005567,林瑞鈞,中信兄弟,打者,野手,20.0,17.0,4.0,1.0,2,6,0.235,0.35,0.471,0.821,0.236,0.1,0.3,0.05,0.5,23.5,61.6,47.5,42.6,,,,,,,,,,,,,42.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000002304,吳明鴻,台鋼雄鷹,打者,野手,14.0,13.0,2.0,0.0,0,3,0.154,0.154,0.154,0.308,0.0,0.0,0.2143,0.0,0.0,15.4,0.0,27.5,14.1,,,,,,,,,,,,,14.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000910,張進德,富邦悍將,打者,野手,15.0,14.0,1.0,0.0,1,3,0.071,0.133,0.071,0.204,0.0,0.0667,0.2,0.0,0.33,7.1,0.0,43.3,12.5,,,,,,,,,,,,,12.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007605,王翾祐,統一7-ELEVEn獅,打者,野手,31.0,27.0,10.0,0.0,3,4,0.37,0.433,0.481,0.914,0.111,0.0968,0.129,0.0,0.75,37.0,19.7,55.4,40.2,,,,,,,,,,,,,40.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003174,郭永維,台鋼雄鷹,打者,野手,18.0,17.0,5.0,0.0,1,3,0.294,0.333,0.294,0.627,0.0,0.0556,0.1667,0.0,0.33,29.4,0.0,42.5,26.4,,,,,,,,,,,,,26.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006213,何恆佑,統一7-ELEVEn獅,打者,野手,21.0,20.0,2.0,0.0,0,8,0.1,0.1,0.1,0.2,0.0,0.0,0.381,0.0,0.0,10.0,0.0,21.7,9.8,,,,,,,,,,,,,9.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000002305,王正棠,富邦悍將,打者,野手,13.0,12.0,1.0,0.0,1,1,0.083,0.154,0.083,0.237,0.0,0.0769,0.0769,0.0,1.0,8.3,0.0,56.2,15.4,,,,,,,,,,,,,15.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007282,陳九登,中信兄弟,打者,野手,18.0,15.0,5.0,0.0,3,4,0.333,0.444,0.4,0.844,0.067,0.1667,0.2222,0.0,0.75,33.300000000000004,11.9,64.7,37.7,,,,,,,,,,,,,37.7
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007036,戴伯丞,統一7-ELEVEn獅,打者,野手,16.0,15.0,2.0,0.0,0,5,0.133,0.133,0.133,0.266,0.0,0.0,0.3125,0.0,0.0,13.3,0.0,24.1,12.3,,,,,,,,,,,,,12.3
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007091,高捷,富邦悍將,打者,野手,9.0,8.0,2.0,0.0,1,2,0.25,0.333,0.25,0.583,0.0,0.1111,0.2222,0.0,0.5,25.0,0.0,52.2,25.9,,,,,,,,,,,,,25.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007806,道威聖,樂天桃猿,打者,野手,23.0,21.0,3.0,0.0,1,9,0.143,0.217,0.143,0.36,0.0,0.0435,0.3913,0.0,0.22,14.3,0.0,31.3,15.7,,,,,,,,,,,,,15.7
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006909,豊暐,富邦悍將,打者,野手,7.0,7.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,20.0,3.0,,,,,,,,,,,,,3.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000356,石翔宇,味全龍,打者,野手,3.0,3.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,11.7,1.8,,,,,,,,,,,,,1.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007308,許博閎,味全龍,打者,野手,3.0,3.0,1.0,0.0,0,0,0.333,0.333,0.333,0.666,0.0,0.0,0.0,0.0,0.0,33.300000000000004,0.0,35.0,26.9,,,,,,,,,,,,,26.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007313,曾冠傑,樂天桃猿,打者,野手,9.0,8.0,2.0,0.0,1,3,0.25,0.333,0.25,0.583,0.0,0.1111,0.3333,0.0,0.33,25.0,0.0,46.6,25.1,,,,,,,,,,,,,25.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005310,陳真,富邦悍將,打者,野手,15.0,15.0,3.0,0.0,0,5,0.2,0.2,0.2,0.4,0.0,0.0,0.3333,0.0,0.0,20.0,0.0,23.3,16.5,,,,,,,,,,,,,16.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003645,柯育民,統一7-ELEVEn獅,打者,野手,11.0,10.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.0,0.0,0.0,22.3,3.3,,,,,,,,,,,,,3.3
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007291,全紹凱,統一7-ELEVEn獅,打者,野手,12.0,12.0,3.0,0.0,0,1,0.25,0.25,0.25,0.5,0.0,0.0,0.0833,0.0,0.0,25.0,0.0,32.1,21.1,,,,,,,,,,,,,21.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000753,杜家明,台鋼雄鷹,打者,野手,12.0,12.0,1.0,0.0,0,1,0.083,0.083,0.083,0.166,0.0,0.0,0.0833,0.0,0.0,8.3,0.0,32.1,10.2,,,,,,,,,,,,,10.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007629,顏采丞,台鋼雄鷹,打者,野手,9.0,9.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,27.2,4.1,,,,,,,,,,,,,4.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005536,歐晉,樂天桃猿,打者,野手,8.0,6.0,0.0,0.0,2,1,0.0,0.25,0.0,0.25,0.0,0.25,0.125,0.0,2.0,0.0,0.0,95.6,20.0,,,,,,,,,,,,,20.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007086,楊祥禾,中信兄弟,打者,野手,2.0,2.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.5,2.6,,,,,,,,,,,,,2.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006938,吳柏萱,台鋼雄鷹,打者,野手,9.0,9.0,3.0,0.0,0,2,0.333,0.333,0.333,0.666,0.0,0.0,0.2222,0.0,0.0,33.300000000000004,0.0,27.2,25.7,,,,,,,,,,,,,25.7
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000001118,高國麟,富邦悍將,打者,野手,6.0,6.0,2.0,0.0,0,0,0.333,0.333,0.333,0.666,0.0,0.0,0.0,0.0,0.0,33.300000000000004,0.0,35.0,26.9,,,,,,,,,,,,,26.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005296,董秉軒,台鋼雄鷹,打者,野手,5.0,5.0,1.0,0.0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,35.0,18.2,,,,,,,,,,,,,18.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006770,邱邦,樂天桃猿,打者,野手,2.0,2.0,1.0,0.0,0,0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,35.0,37.8,,,,,,,,,,,,,37.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006955,余羿賢,統一7-ELEVEn獅,打者,野手,2.0,2.0,1.0,0.0,0,1,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,50.0,0.0,17.5,35.1,,,,,,,,,,,,,35.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006856,董順傑,樂天桃猿,打者,野手,5.0,5.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,14.0,2.1,,,,,,,,,,,,,2.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007297,楊泯貽,富邦悍將,打者,野手,5.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007013,陳飛霖,台鋼雄鷹,打者,野手,4.0,3.0,0.0,0.0,1,1,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,1.0,0.0,0.0,81.2,17.8,,,,,,,,,,,,,17.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006930,黃秉揚,台鋼雄鷹,打者,野手,3.0,3.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,23.3,3.5,,,,,,,,,,,,,3.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005563,姚冠瑋,味全龍,打者,野手,2.0,2.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.5,2.6,,,,,,,,,,,,,2.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003339,林哲瑄,富邦悍將,打者,野手,1.0,1.0,1.0,0.0,0,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.0,70.2,,,,,,,,,,,,,70.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007610,吳承皓,味全龍,打者,野手,4.0,3.0,1.0,0.0,1,0,0.333,0.5,0.333,0.833,0.0,0.25,0.0,0.0,0.0,33.300000000000004,0.0,80.0,37.4,,,,,,,,,,,,,37.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007315,游承勳,樂天桃猿,打者,野手,4.0,4.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,26.2,3.9,,,,,,,,,,,,,3.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007298,盧柏華,富邦悍將,打者,野手,2.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005538,黃柏豪,味全龍,打者,野手,1.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000771,陳琥,中信兄弟,打者,野手,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000001232,江忠城,中信兄弟,打者,野手,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007602,吳柏賢,統一7-ELEVEn獅,打者,野手,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006221,劉貴元,中信兄弟,打者,野手,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007088,徐博瑋,中信兄弟,打者,野手,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005555,陳冠偉,味全龍,投手,投手,,,,,7,25,,,,,,0.0507,0.1812,,,,,,,36.333,7.0,26.0,1.0,1.73,0.91,3.57,0.0072,91.9,36.2,63.5,69.5,69.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005788,林凱威,味全龍,投手,投手,,,,,10,23,,,,,,0.0649,0.1494,,,,,,,37.0,12.0,33.0,2.0,2.92,1.16,2.3,0.013,88.3,29.9,55.5,63.9,63.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005561,李建勳,富邦悍將,投手,投手,,,,,15,29,,,,,,0.1,0.1933,,,,,,,32.667,18.0,36.0,2.0,4.96,1.56,1.93,0.0133,82.1,38.7,50.0,61.6,61.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000941,陳冠宇,樂天桃猿,投手,投手,,,,,13,41,,,,,,0.0929,0.2929,,,,,,,35.333,9.0,24.0,2.0,2.29,1.05,3.15,0.0143,90.1,58.6,57.1,72.3,72.3
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006832,陳柏清,台鋼雄鷹,投手,投手,,,,,12,26,,,,,,0.0805,0.1745,,,,,,,37.667,10.0,29.0,1.0,2.39,1.09,2.17,0.0067,89.7,34.9,53.2,65.1,65.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005790,張奕,富邦悍將,投手,投手,,,,,13,27,,,,,,0.0897,0.1862,,,,,,,35.0,8.0,32.0,2.0,2.06,1.29,2.08,0.0138,89.4,37.2,51.8,65.1,65.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006870,林栚呈,富邦悍將,投手,投手,,,,,16,16,,,,,,0.1103,0.1103,,,,,,,33.667,11.0,28.0,2.0,2.94,1.31,1.0,0.0138,87.5,22.1,44.2,58.2,58.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000002280,廖任磊,富邦悍將,投手,投手,,,,,15,9,,,,,,0.1119,0.0672,,,,,,,30.333,15.0,31.0,0.0,4.45,1.52,0.6,0.0,83.3,13.4,41.9,53.4,53.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000001821,林子昱,味全龍,投手,投手,,,,,6,15,,,,,,0.0465,0.1163,,,,,,,31.333,10.0,32.0,1.0,2.87,1.21,2.5,0.0078,88.1,23.3,58.3,63.0,63.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003639,呂彥青,中信兄弟,投手,投手,,,,,6,29,,,,,,0.0488,0.2358,,,,,,,33.0,5.0,20.0,1.0,1.36,0.79,4.83,0.0081,93.3,47.2,70.2,74.8,74.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007293,鍾允華,統一7-ELEVEn獅,投手,投手,,,,,14,33,,,,,,0.0979,0.2308,,,,,,,33.667,10.0,30.0,1.0,2.67,1.31,2.36,0.007,88.0,46.2,52.5,66.9,66.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006818,髙塩將樹,統一7-ELEVEn獅,投手,投手,,,,,9,17,,,,,,0.0687,0.1298,,,,,,,30.333,11.0,31.0,1.0,3.26,1.32,1.89,0.0076,86.8,26.0,53.0,61.5,61.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005509,莊昕諺,樂天桃猿,投手,投手,,,,,16,20,,,,,,0.1151,0.1439,,,,,,,33.333,6.0,24.0,1.0,1.62,1.2,1.25,0.0072,90.7,28.8,45.0,61.5,61.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005558,蘇俊璋,樂天桃猿,投手,投手,,,,,7,21,,,,,,0.0654,0.1963,,,,,,,26.667,9.0,23.0,0.0,3.04,1.13,3.0,0.0,88.2,39.3,59.1,67.2,67.2
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006227,曾峻岳,富邦悍將,投手,投手,,,,,7,45,,,,,,0.0538,0.3462,,,,,,,33.667,5.0,26.0,1.0,1.34,0.98,6.43,0.0077,92.4,69.2,78.0,82.3,82.3
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000771,陳琥,中信兄弟,投手,投手,,,,,14,28,,,,,,0.0966,0.1931,,,,,,,35.667,11.0,30.0,3.0,2.78,1.23,2.0,0.0207,88.2,38.6,50.7,64.6,64.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000778,蔡齊哲,中信兄弟,投手,投手,,,,,10,14,,,,,,0.102,0.1429,,,,,,,24.0,6.0,16.0,2.0,2.25,1.08,1.4,0.0204,90.0,28.6,47.1,61.8,61.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000001232,江忠城,中信兄弟,投手,投手,,,,,10,12,,,,,,0.0926,0.1111,,,,,,,25.333,4.0,23.0,0.0,1.42,1.3,1.2,0.0,90.6,22.2,47.0,60.4,60.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006982,黃群,台鋼雄鷹,投手,投手,,,,,13,24,,,,,,0.115,0.2124,,,,,,,27.0,6.0,18.0,0.0,2.0,1.15,1.85,0.0,90.2,42.5,48.1,65.6,65.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006160,李超,味全龍,投手,投手,,,,,9,18,,,,,,0.0857,0.1714,,,,,,,25.667,6.0,23.0,1.0,2.1,1.25,2.0,0.0095,89.5,34.3,51.8,64.4,64.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003331,李振昌,中信兄弟,投手,投手,,,,,10,16,,,,,,0.0971,0.1553,,,,,,,24.0,11.0,22.0,3.0,4.13,1.33,1.6,0.0291,84.9,31.1,48.6,60.6,60.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006228,王志煊,樂天桃猿,投手,投手,,,,,5,11,,,,,,0.0926,0.2037,,,,,,,12.667,3.0,12.0,0.0,2.13,1.34,2.2,0.0,89.0,40.7,52.2,65.9,65.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000998,邱浩鈞,統一7-ELEVEn獅,投手,投手,,,,,12,15,,,,,,0.1165,0.1456,,,,,,,23.667,5.0,20.0,0.0,1.9,1.35,1.25,0.0,89.4,29.1,44.8,60.9,60.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006127,李其峰,統一7-ELEVEn獅,投手,投手,,,,,11,20,,,,,,0.0991,0.1802,,,,,,,24.0,5.0,29.0,2.0,1.88,1.67,1.82,0.018,87.8,36.0,49.5,63.4,63.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000128,朱承洋,樂天桃猿,投手,投手,,,,,6,21,,,,,,0.0583,0.2039,,,,,,,25.667,8.0,23.0,1.0,2.81,1.13,3.5,0.0097,88.6,40.8,62.4,68.8,68.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006949,林詩翔,台鋼雄鷹,投手,投手,,,,,12,17,,,,,,0.1081,0.1532,,,,,,,24.667,8.0,23.0,1.0,2.92,1.42,1.42,0.009,87.0,30.6,46.6,60.8,60.8
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006833,陳宇宏,台鋼雄鷹,投手,投手,,,,,10,20,,,,,,0.0641,0.1282,,,,,,,35.0,18.0,42.0,2.0,4.63,1.49,2.0,0.0128,83.1,25.6,54.0,60.0,60.0
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000003292,賴鴻誠,富邦悍將,投手,投手,,,,,9,10,,,,,,0.09,0.1,,,,,,,21.0,15.0,31.0,3.0,6.43,1.9,1.11,0.03,77.4,20.0,46.8,53.9,53.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000000773,李吳永勤,富邦悍將,投手,投手,,,,,9,11,,,,,,0.1034,0.1264,,,,,,,17.333,12.0,22.0,0.0,6.23,1.79,1.22,0.0,78.4,25.3,46.0,55.4,55.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005789,林鋅杰,味全龍,投手,投手,,,,,13,11,,,,,,0.134,0.1134,,,,,,,22.333,9.0,24.0,2.0,3.63,1.66,0.85,0.0206,84.3,22.7,41.0,55.9,55.9
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005482,吳承諭,統一7-ELEVEn獅,投手,投手,,,,,6,10,,,,,,0.06,0.1,,,,,,,24.667,7.0,20.0,2.0,2.55,1.05,1.67,0.02,89.6,20.0,52.7,61.1,61.1
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006237,林子崴,樂天桃猿,投手,投手,,,,,10,25,,,,,,0.0559,0.1397,,,,,,,45.667,7.0,39.0,0.0,1.38,1.07,2.5,0.0,91.8,27.9,57.4,65.5,65.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000005285,許峻暘,台鋼雄鷹,投手,投手,,,,,4,15,,,,,,0.05,0.1875,,,,,,,20.333,5.0,15.0,1.0,2.21,0.93,3.75,0.0125,90.8,37.5,64.5,69.6,69.6
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000002348,施子謙,台鋼雄鷹,投手,投手,,,,,7,9,,,,,,0.0875,0.1125,,,,,,,17.667,9.0,19.0,3.0,4.58,1.47,1.29,0.0375,83.3,22.5,48.0,57.5,57.5
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000007292,李軍,統一7-ELEVEn獅,投手,投手,,,,,10,14,,,,,,0.1282,0.1795,,,,,,,19.333,4.0,10.0,0.0,1.86,1.03,1.4,0.0,91.1,35.9,44.5,63.3,63.3
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000001390,王躍霖,台鋼雄鷹,投手,投手,,,,,7,10,,,,,,0.0921,0.1316,,,,,,,16.0,9.0,21.0,1.0,5.06,1.75,1.43,0.0132,80.9,26.3,48.2,57.4,57.4
20260806T144458Z-b151cf12daca,2026-08-06T14:44:58+00:00,2026,0000006918,李欣穎,台鋼雄鷹,投手,投手,,,,,4,25,,,,,,0.0449,0.2809,,,,,,,19.667,6.0,22.0,2.0,2.75,1.32,6.25,0.0225,87.8,56.2,78.0,77.0,77.0
